,tweet
1840,Engenheiros do Hawaii é um delírio coletivo e eu posso provar
1841,@jairbolsonaro O Governo coloca em grande risco a vida dos policiais e a segurança da população com a #pioraposentadoriapolicialdomundo Os policiais e profissionais de segurança pública de todo o país seguem firmes na luta contra a #PiorAposentadoriaPolicialDoMundo
1842,só pq dá uma asa no capítulo final.
1844,"Pessoal preocupado que Porto Alegre está passando ma impressão para o público da Copa América.  Porto Alegre está abandonada há muito tempo, só piorou nesse governo  @marchezan_   Deveriam estar preocupados que Porto Alegre passa ma impressão para seus moradores, esses sofrem."
1846,"Que orgulho! Acabei de ajudar a @CervejariaAmbev a doar R$100 mil reais para a Casa 1 e Casinha. Pra fazer o mesmo, é só tweetar o que significa #OrgulhoDaMinhaHistoria pra você 🌈🍺 Cada tweet vale 1 real. Bora!"
1847,"Benício quer me bater até pelo celular, nn dá"
1848,érrejota pq tão calor
1849,Infelizmente é a realidade
1850,Jesuis kakkaka td mundo sempre fala dele ou
1852,"hj eu tava afim de chapa, como nôs velhos tempos!!!"
1854,Novidade??? Acho que nn kkkkkk
1855,Kkkkkkkkkkkkk sai fora
1856,"Todo dia um ""o que vms fazer hj"" da Lorrayne, alguém avisa que meu pique de pós término já passou, q eu to sossegada, e q é p ela arrumar outra companhiaaaaa 😂😥😥😥"
1857,"@BlogDoPim hoje o programa estava meio atrapalhado, não gostei...fica cortando os comentários 🤔.Achem outro jeito de inserir a propaganda 😉"
1858,"fala pra ela que eu disse que ta maravilhoso, ok?"
1859,"Amigo mas é, Brasil sempre ganha umas porrada de prêmio por dublagem"
1860,Ai gnt ng gosta d mim pq
1862,"tá todo mundo me rejeitando, até minha família kakkakakakka"
1864,Sua cara essa música mo
1865,"tô sentindo um vazio tão grande, uma vontade sem fim de chorar"
1866,saudade do meu óculos 😭
1867,"eu vou fazer na minha outra conta, @zjnowunited"
1868,"Na moral, eu não gosto, ele causa doença,ainda bem que não tem isso aqui em casa, quando eu vejo eu não mato, mas mano deu dó"
1870,karaoke aqui em casa tá brabo
1871,Aiiii ué coisa mais lindaaaa. Acho que estou começando a amar gatinhos!!❤️
1872,Mal comecei a ganhar dinheiro e já contraí várias dívidas. Deu nem pra curtir rsrs
1873,Eu sei 😂
1875,Linda de bunita ela
1876,A partir do mês que vem vou parar de beber. Não é meme
1877,Esta postagem afasta as pessoas!  #Dia30VemPraRua #Dia30AceleraBrasil
1878,Que bigode? KKKKK
1880,Preguicinha 🥺
1881,eu todo dia vei mas pq amg?
1882,Eu compro meu amigo
1883,que kkkk
1884,brincadeira amo vc
1885,"Castrei minha gata e aí ela fica andando toda hora cambaleando pro lado e pro outro, daí tenho que ficar agachada segurando ela. Já desisti de ser mãe"
1886,Meu pai a reclamar porque deixei de comer carne... “Depois não me peças pra ir contigo ao hospital”   Tá bem!!
1887,cada um mais burro que o anterior kkk
1889,só vou ir pq vale ponto se n chegava nunca
1890,"Queria um diazinho p mim, sair, me divertir... Já faz 87 anos que eu não sei oq é isso 😫"
1891,sdv todos mores
1892,3anos de formado como dentista e ate hoje minha tia pergunta se eu ja terminei medicina
1893,"debochadíssima, amei"
1894,só queria uns brodi pra ir no chapéu de palha
1895,Kkkkkkkkk coe matheus
1896,q sextou doido foi esse
1898,acordei passando mal ihul
1899,"@biazinha_olivxx só pegando gente de qualidade, orgulho do meu nene"
1900,AI QUE DELICIA TER AMIGO TALENTOSO
1901,Os marginais sempre ficam no centro da foto? 🤔
1902,"Chegando em casa vou tomar Petras!!! (E ficar Bebado com 2, pois 8,7 de teor alcóolico)"
1903,já nem me lembrava da existência daquilo ahahah
1904,cheguei do supermercado agora e vou ter que sair de novo
1905,Vem p minha
1906,Meu olho ta pesado demais
1907,"ta parei, td bom?"
1908,KSKSK
1909,ta vendo como c e incubadao
1910,Cadê o cria pra dar esse role pela lapa
1911,caralho cara kkkkk
1912,Jura ?
1913,Aham tá
1914,estou c você vithoria✊🏼✊🏼
1915,nao aguento mais morar nessa casa
1916,nao quer que te sarra no baile nao sai de casa  #visao
1917,"que pena, queria aumentar o saldo"
1918,l indo o rrivel g alinho tico liro a migo meu n amorado do brad
1919,queria ser o café noturno dela ......
1920,As vezes vejo as coisas e prefiro fcr quieta pra ter razão depois !
1921,"Pessoas me indiquem séries boas e de duas temporadas no máximo, please"
1922,Menina brava
1923,"ah mas é mó gostoso arroz, feijão e geminha mole do ovo >>>>>>>>>"
1924,vou chapar o globo também
1925,A graça do look é vestir ele sendo gostosa desse jeito amiga kkkk
1926,o ano é 2060. Beausejour e Medel ainda jogam pela seleção chilena
1927,Mo pq tá no hospital? Tá tudo bem?
1928,"até por que uma delas tem olho azul né, mas não vou discutir com o macho"
1929,Cancela o show anira
1930,eu to cansada dos professores e da hipocrisia deles
1931,Quanto mimimi tô vendo
1932,oh o imitadorzin ae akakak adoroo
1933,Olha quem fala..
1934,a paz mundial vem
1935,gente q não tem responsabilidade nem pra transar n tem moral cmg kkkk bjs
1936,se bem q eu tb sou
1937,Cande descobriu kk #Verão90
1938,cade
1939,O auge do dia foi assistir tutorial de make com minha mãe
1940,Bem mal e vc anjo?
1941,"MANO KKKKKKKKKK “é a darlice, Carol” me enterrei"
1942,"vontade de falar uma parada, mas essa parada vai gerar uma treta colossal."
1943,Amor vc é linda e suas roupas são lindas tambem
1944,"Que orgulho! Acabei de ajudar a @CervejariaAmbev a doar R$100 mil reais para a Casa 1 e Casinha. Pra fazer o mesmo, é só tweetar o que significa #OrgulhoDaMinhaHistoria pra você 🌈🍺 Cada tweet vale 1 real. Bora!"
1945,Pessoal da @Oficial_Central ignora que a guria teve que sair de SP pq tava sendo ameaçada de morte. Só querem ganhar views em cima do caso.
1946,"A turma não tem a noção da importância que tem a liberação de bebidas nos estádios? Tipo, diminuem como se não fosse importante, como se o que importasse fosse só a volta dos visitantes. Isso também é, mas não se pode diminuir o outro caso, meu."
1947,que linda !!!! 🤧
1948,"Bicho, você me estressa"
1949,O atual governo está te envergonhado porque!!!! Será que é por causa que não tem mais corrupção ou estão prendendo os corruptos
1950,ESSE NEGÓCIO TÁ A 4 ANOS AI MEU DEUSSS #Verão90
1951,😂😂😂😂 no país do Bozo é perfeito!!! Só falta indicarem o Menguelli dos direitos humanos!!!
1952,eu to trancada pro lado de fora e chorando horrores
1953,Me fala quem foi
1954,bonja qefin vetes
1956,Vou falar nada com você dona SARAH
1957,Um frio desse a Eduarda me chamando pra esquema
1958,redbone a música mais perfeita do mundo inteirinho
1961,"vejo o james só lembro de mim e da amanda indo pedir p moço se já tinham falado q ele parecia o james pois mto igual, mto querido inclusive"
1962,Puta alergia
1963,KKKKKKKK PASSANDO PANO PS MESMAS PESSOAS DESDE 2015 N SE CANSA NAO ORRA
1964,Relacionamento é complicado mas não tem nada melhor que saber que tem alguém ali disposto a crescer com você.❤
1965,"Eu ficava meio assim na época do D.A. do IGD pq todos os meus amigos (do curso, da vila onde morava etc) estudavam lá também"
1966,Poderia ter tranzado atarde toda kkkkk porrraaaaaaaaaaaa😡😡😡😡😡😒
1967,Confirmo
1968,"Foda-se seus sentimento negativo diante a situação, seu otário!"
1969,Só fala bobagem. Impressionante.
1970,Primeira grande agenda com o G-20 e o TOTALMENTE CONFIÁVEL presidente do Br já sai com um acordo Mercosul X UE aguardado há “só” 20 anos. Kkkkk fico imaginando a cara do @LulaOficial na cadeia. 😂 #BolsonaroNoG20
1971,quero muito ir pra perto dela fazer  carinho 😣
1972,@vxntegogh Eu te mando abraço e tu me manda shade   Eu vivo pra ser injustiçada mesmo 😔😔😔
1973,"Flamengo tá dando claras demostrações que está indo pro ""tudo ou nada"" agora. Contrato de Jesus é só de 1 ano e indo atrás de caras experientes pra dar resultado o mais breve possível."
1974,"To com vontade de comer alguma coisa doce e esse “alguma coisa” é o bolo da mãe da Ana, puta q pariuuuuu"
1975,Bem sugestiva essa sua frase kkk
1976,To com um sono acho q n vou sextas
1977,"Chave pra ter uma vida leve: Livre-se de todas as mágoas que existem em seu coração, perdoe essas mágoas, perdoe a si mesmo, perdoe á alguém que lhe fez mal, livre-se de todos esses sentimentos ruins que existe dentro de seu coração, acolha a sua dor."
1978,tem você!!
1979,"SOCORRO, ISA! Sou cardíaca, assim não dá 😅shippando Binuel mais e mais a cada episódio! Te amo 🧡"
1980,tipo ter um jeep wrangler pra enfiar uma barraca la dentro e sair fazendo loucuras no interior dos mato do paraná
1981,"idratei meu cabelo hoje, sequei e agora ele ta lindo e cheiroso😍"
1982,"Ó Deus, cê é perfeita"
1984,Briga de casal mo 😉 kkkkk
1985,"Pois é, mas já estão querendo atribuir o acordo à competência de Bolsonaro e do ministro das Relações Exteriores. Não é por aí. Foi um acordo construído por várias mãos. Todas ""elas"" estão de parabéns e merecem crédito."
1986,"verdade, mo verdade"
1987,Dão me nojo essas gajas 🤦‍♂️
1990,Se for cinema não da pq to pobre 🤦🏻‍♀️
1991,Não tinha perdido
1992,vi uma coisa na tlm e agr tô triste
1993,"como é que esta seu coração, sozinho, sem mim? e se tiver igual ao meu, que dó, tadinho..."
1994,ALGUÉM ME SEGURA
1996,Eu sei véi  Fica tranquilo
1998,Esqueceu do mama aqui o glub glub
1999,O supremo é traidor da pátria
2000,QUERO POSTAR MY SWEET DEAD SISTER HJ ALGUÉM ME SEGURA
2002,A perfeição da Malu meu deus
2003,preciso lavar meu cabelinho
2005,"Balanço da primeira semana de trabalho: mil nódoas negras nas pernas, mil queimaduras nas mãos e já devo dinheiro e horas à empresa 😂 ah, e a colega com quem dividia o cacifo despediu-se e levou a minha blusa preferida para casa"
2006,esperando meu amor vir aq p casa
2007,"Pelo o que eu havia entendido sim, tomara que se confirme"
2009,Parece que fizeram foi macumba.
2010,"Eu quase acabei meus diamantes, mas finalmente consegui uma carta dele de 3 estrelas  Oooh dificuldade  Mas difícil que a dele, só do Hobi"
2012,To só os trapo hj pqp kkkk comi demais
2013,Minha mãe é a unica pessoa que sabe usar o tt
2014,"Claro, sempre seja você."
2015,Que absurdo
2016,"Vou assistir minha série, pretendo maratonar hj"
2017,Escutando a intro do set do Vegas na up do ano passado percebi que EU QUERO A COSMOS LOGO CARALHO
2021,Segunda volto academia
2022,Ainda filhão
2023,saudade é horrível pra quem tem ansiedade
2025,Não ando com a Unha feita toda semana. Mais pelo menos ela não fica suja 😉💅
2027,Vou fazer isso
2028,"É pros dois, sejam civilizados cacete"
2029,Minha princesa vem me visitar e ainda traz chocolate p miimmm 💜💜💜
2030,"preciso tirar umas fotos, so tenho fotos velhas"
2031,Diva
2032,to na msm
2033,vc se marcando foi o auge
2036,"to morrendo de saudade de amor, meu jesus"
2037,Quando eu quero ir pra rua não tem ngm
2038,"Como pode mnn, a pessoa é tão talarica no ponto de querer roubar seus melhores amigos"
2041,KKKKKK MANO CE N EXISTE VAI SE FUDE KKKKKKKKKKKKK
2042,"Acho q vou pra ab, n sei, talvez"
2043,Minha família me chama assim
2045,"A Vih é muito meu amor mesmo sexta feira e eu pedindo p ela ficar em casa cmg comendo pizza e brigando e vendo filme bad e ela topou 😍 se existe melhor amiga , desculpa eu desconheço"
2046,"huahahahahaha... valeu!!!  Ela vai ficar feliz com esse beijo, vou voltar a ganhar pontos com ela...rs"
2047,"empatia é algo lindo né? imagina você vai fazer merda com a pessoa e de repente se põe no lugar dela, pensa “será que eu iria ficar suave se fosse comigo?” não faz. é simples demais se colocar no lugar do outro e evitar dores que você não gostaria de sentir."
2048,apreciem meu bonequinho mt bonitinho
2049,Quando vai rolar o vídeo de vcs dois batendo uma e de quebra aquele 69 ?
2050,Sextouu mas eu n sextarei de jeito nenhum kkkkk😂
2051,Bia é a mina mais parceira que eu conheço
2052,meu pai deixou eu faltar a natação pra dormir ihu
2053,"Ah, eu ia fazer um trocadilho.... kkk"
2054,Não gosto de limin irritadin
2056,EU VOU 23h TO CHEGANDO
2058,"hj o dia foi sensaaa, vou bater minhas metas, to felizona"
2059,me manda o user na dm mô?
2060,um vinhozinho pra ficar de boa hoje kkkkkkk
2061,"Seja uma boa pessoa, mas não perca tempo tentando provar isso."
2062,"Mano, Flamengo ama tomar gol de jogador assim, e nunca achei q ia flr isso, mas nos últimos jogos ele vem jogado bem... Quem sabe jj n tira a preguiça desse sujeito"
2063,e mentiu? nao
2064,22.000 level
2065,vou ficar muito bêbada pra compensar tudo
2067,"Minha mãe não quer pagar meu intercâmbio pra ny, que mulher tóxica"
2068,Ba são foda kkk  se aproveitam que eu to sem radinho
2069,arrrrr cansei de mim
2070,Não sei pq toda vez que eu entro em contato com algum estabelecimento eu sempre imagino que to falando com uma mulher
2071,Nem sou carioca mas também achei que era pra esconder de bandido
2072,Mas é engraçado kkkkkk
2074,Cê não sabe o quanto eu tô precisando prima
2075,Vou assistir um filminho que é melhor
2077,"claro, porém depende do celular"
2078,Cheguei e não tenho meu pretinho pra me abraçar e me acalmar enquanto tento dormir 😢
2079,"eu estava aqui ""mas pq ela tá falando pra me foder? não fiz nada"" uasuasuas"
2080,puts morrer seria menos doloroso
2081,odeio ter medos irracionais
2082,to com dor nas costas
2083,Amanhã não vou levar comida porque não cabe na mala🤪
2084,"OK, ESSA PACK DA SEULGI TA PERFEITA EU SOU APAIXONADA NESTA MULHER 😭"
2085,Num vai porque oce vai ta com eu
2087,"Desculpe por discordar,  d fato de ele ser d esquerda. .. Pr mim, ele não passa de um OPORTUNISTA! ! O Reinaldo Lula foi condenado sem provas Azevedo, fez fama  $$$ sendo ALGÓS d petista! !"
2088,"Vai dar tudo certo, ansiosa demais.. ♥"
2089,Eu estou tão agitada que nn estou conseguindo nem ver série 🙄😖
2090,queria ser esse patrão
2091,Eu e a Ana só aprende cada coisa com os guri KKKKKK
2093,vou ter q desativar por uns dias
2094,tudo q eu queria era ser uma mulher assalariada pra poder gastar meu dinheiro com comidas caras e gourmet alô PT vc prometeu
2095,Vontade de comer cachorro quente
2096,"comi uma porção de pastel na praça e juro que quero mais, depois to reclamando 😥"
2097,Não aguento ser tão burra em matemática cada coisa que érro   Tenho dó do Airton    Detalhe não só matemática.....🙄
2098,Como é que cometo suicídio sem magoar meus pais?? Ou não ir pro inferno...
2099,E meu pai reclamando pq deram férias pra ele kkkkkkkkkk vai entender
2101,Minha nossaa kkkk
2102,coisas que eu facilmente diria ..
2103,Nega o auge né mana
2104,"Digo ""grande maioria"" porque não posso falar por todos os homens trans, ou transmasc. Mas enfim, acredito que deu pra entender"
2105,Caralho tenho 300 aniversários pra ir
2107,"Aí a Firma fez uma homenagem ao dia do orgulho LGBT, iluminou a sede e tals. Alguns colegas LGBTs ficaram felizes. No grupo do sindicato: ""foda-se, quero saber do salário""."
2109,amiga eu pegaria o ministro da educação  PRONTO FALEI
2110,Vou beber umas cervejas daqui a pouco 🍻
2111,alguém fala não pra mim 😭
2112,Eu já não falo com o garoto tem 1 ano e ele ainda tá me procurando velho tu tá emocionado?
2114,Chega maisss
2115,"eu tava de reserva no jogo na Ed física, e tinha uma colega do meu lado q também tava de reserva, e um mlk veio atrás dela e começou a encher o saco dela, dizendo ""eh sério que tu não vai voltar comigo"" e a dizendo ""não, sai daqui, eu tô em aula, volta pra tua sala"""
2116,"Pois é,  acho que foi melhor assim ...."
2117,"Tá pra nascer nego, tá pra nascer"
2118,Paraiso TV...
2119,E na hr que te beijei foi melhor do que eu imaginei
2121,Ahhhh eu
2122,"Aí mano, a forma como tu me deixa sem palavras é diferente ❤️❤️❤️"
2123,Credo que delícia
2125,Sei la mano pra q a gnt vive se no final vamo morrê e ser esquecido
2126,"#FutebolnaVeia Boa noite Djalminha, tem um centroavante surgindo no Atlético, um garoto que está colocando o Ricardo Oliveira no banco. Abraço"
