,tweet
1472,"mas até agora eu sobrevivi quase 100% dos meus dias ruins, então acho que to indo bem"
1473,Eu sou a minha maior decepção
1474,"Ano novo, problemas velhos."
1475,"Não me chamem de pessimista, já fui muito magoado pelas expectativas, elas costumam destruir."
1476,"Em 2016 não farei promessas, nem algo do tipo. Não esperarei nada, pra evitar expectativas."
1477,"Verei os fogos de artificio iluminando minhas retinas da minha janela, e quem sabe desejarei um ano melhor, talvez."
1478,"Vou passar o reveillon sozinho mesmo, não será tão triste já que estou tão acostumamo a ficar só."
1479,Nem vivi 2016 ainda é já tô vendo que será uma merda
1480,Solidão é a serventia da casa.
1481,"Eu nasci e olha a tragédia que deu, gente."
1482,"Senta ai, vamos partilhar nossa solidão hoje."
1483,"Eu deixo você partir meu coração. Só não esqueça de juntar os pedaços depois, por gentileza."
1484,As vezes vale a pena ter o coração partido por algumas coisas.
1485,"Pior que sentir falta de alguém que está ausente no momento, é sentir de alguém que se foi pra sempre."
1486,no momento estão sentindo falta de alguém?
1487,"Me salve de mim mesmo, por favor."
1488,Ecoa em mim o silêncio dessa solidão
1489,Fez daquelas lâminas seus antibióticos antidepressivo
1490,Tantas pessoas querem me ver fracassar
1491,Os dias são um desejo de morte.
1492,Dói muito mais em mim não ter a quem amar
1493,Quantas dores um abraço é capaz de curar?
1494,Quantas dores cabem num sorriso?
1495,"Em vão eu tento encontrar o que de mim você levou pra sempre, pra sempre..."
1496,Sou um acidente. E eu sou grave.
1497,Uma parte de mim morreu. E era a melhor parte.
1498,"Abraços são tão bons, deviam sair distribuindo eles por aí."
1499,acho que nasci pra viver sozinho msm pq eu só faço as pessoas se afastarem de mim
1500,"O problema é que eu venho tendo ""dias ruins"" a alguns anos."
1501,"Se meus olhos mostrassem a minha alma, todos ao me ver sorrir choraria comigo."
1502,Eu sei o quanto o amor mata.
1504,E olha só o que a carência faz. Nos faz enchergar amor onde não existe.
1505,"Nunca me deram valor, e eu não sei o quanto eu valho."
1506,"Bem aventurados os esquecidos, pois tiram  o melhor proveito de seus equívocos."
1507,Mergulhei de cabeça em mais uma pessoa rasa.
1508,Eis aqui meu coração partido novamente
1509,"Fecho os meus olhos e imagino nós dois, até as lágrimas caírem ."
1510,"E todas aquelas palavras lindas que me falava, não passavam de palavras vazias e falsas."
1511,Como esquecer quem te esqueceu?
1512,Cada poça dessa rua tem um pouco de minhas lágrimas
1513,"Eu sou a junção de saudade, arrependimento e decepção."
1514,As minhas lágrimas responderam sua pergunta.
1515,E naquele dia que você olhou em meus olhos e perguntou o porque de eu estar triste não pude conter minhas lágrimas.
1516,Mas o que eu posso fazer se tenho um coração tão vulnerável a dor?
1517,Conte as estrelas do céu e saberás o tamanho da minha tristeza.
1518,Querido diário  Hoje eu acordei com um sorriso lindo no rosto pena que é falso.
1519,"Eu me importo tanto com os outros, eu me preocupo, me dou por inteiro, e só o que eu queria era que as pessoas me valorizassem."
1520,@phrasedepressed em pleno século XXI
1521,"Guarde os pulsos pro final, saída de emergência."
1522,Farei de sua ausência minhas memórias e saudade mais bonita.
1523,Fez daquela corda seu ponto de partida.
1524,Não aguento mais ser machucado pelas pessoas.
1525,"As vezes você deseja uma coisa tão simples como um abraço, mas não tem ninguém pra satisfazer esse desejo."
1526,@phrasedepressed tanto moralmente como fisicamente
1527,Machuco a mim mesmo todo dia
1528,Nunca subestime a minha capacidade de fingir que está tudo bem.
1529,"Sobre estar só, eu sei."
1530,A vontade de partir daqui sempre prevalecerá
1531,"Noites foram feitas pra se lamentar, chorar, imaginar e fantasiar. Menos para dormir."
1532,"Se houvesse uma corda em minha mão, não imaginas o estrago que eu faria."
1533,Está uma tempestade aqui dentro de mim
1535,Eu queria chorar mas não cai uma lágrima
1536,O bom de ter o coração partido é que você distribui os pedaços por aí.
1537,"Sejais forte a todo tempo, ou a vida lhe colocará no chão."
1538,Só me apaixono por gente que não presta
1539,Eu gosto das pessoas rápido demais. Isso acaba comigo.
1540,"Garçom, me dê um gole de vida."
1541,Se isso já não é o inferno então não sei o que é
1542,"Pensando em como as coisas seriam, se eu nunca tivesse existido."
1543,E todos os dias rios de lágrimas eu choro
1544,Em meu enterro não quero ninguém lá chorando ou demonstrando afeto por mim. Se não demonstra quando estou vivo não precisa quando eu morrer.
1545,"Quando engolimos o choro é como se tivéssemos ingerido ácido sulfúrico. Dói, corrói e desce rasgando."
1546,"Eles não acreditam que adolescentes sofrem, por isso julgam tanto."
1547,Sou obrigado a tomar remédios tarja preta todos os dias. Achas ainda que é brincadeira ou frescura o meu estado?
1548,Tem palavras que entram como um tiro na nossa mente. Nos destrói horrivelmente.
1549,Lutamos pra sobreviver todos os dias
1550,"Ela inventada uma vida perfeita antes de dormir, talvez ela tenha ido correr atrás de seus sonhos por isso cometeu suicídio."
1551,Vi suas feridas em seus punhos. E beijei todas elas pra cicatrizar.
1552,Ela sonhava com o paraíso. Toda vez que fechava os olhos...
1553,Aí você se vê tão magoado que nenhuma lágrima de seu olho sai.
1554,Maldito o dia em que entrei naquele óvulo.
1555,Vazio. Sem ânimo. Vontade de sumir.
1556,As dores da alma são mais fortes que a do corpo
1558,"Sempre a morte parece ser a melhor opção, sempre."
1559,"Felicidade, tão fácil sentir, tão difícil adquirir."
1560,"Garçom me vê um chá, ou um café. Me vê também uma felicidade por favor,"
1561,Se eu pudesse eu passava o resto da minha vida deitado.
1562,Hoje é um daqueles dias que eu não deveria ter levantado da cama.
1563,Pessoas saem da sua vida sem nenhum remorso.
1564,Olha o que me tornei... Alguém que nunca imaginei.
1565,Esse ano está sendo tão decepcionante
1566,"Eu já vivi dias melhores, cara. Eu já vi dias melhores..."
1567,Ah sempre um espacinho pra uma nova decepção em nosso coração.
1568,@phrasedepressed 60% claro
1569,"É preciso morrer algumas vezes, pra que se possa realmente viver."
1570,Ecoa em mim o silêncio dessa solidão Pudera eu viver sem coração...
1571,Dói muito não ter a quem amar
1572,a adolescência é só decepção
1576,Serei seu psicólogo essa noite
1577,Frustração é a serventia da casa.
1579,Só posso falar que tô sobrevivendo
1580,"Estar só não por opção, mas por ninguém querer estar do seu lado é tão difícil"
1583,Abri a dm quem quiser falar cmg pode falar
1584,"A solidão continua aqui. Escondida, disfarçada, camuflada, mas aqui."
1586,Devo me suicidar
1587,que sábado mais fodido mano
1588,"Entre todos os tipos de suicídio existentes no mundo, o mental continua sendo o mais devastador."
1589,"Hoje a minha felicidade se enforcou, já até sinto falta dela"
1590,Nós nascemos pra morrer
1592,"Vc se sente mal por ver gente da sua idade indo a festas e se divertindo, e você aí sozinho desejando a morte a todo instante. Dói né?"
1593,E todos os dias eu morro um pouco mais
1594,@1dStopPassing sério ♡
1595,Na verdade eu queria estar vivo.  Pois morto eu sempre estive.
1598,"Vou começar a mentir. Fingir que tudo está suave, sorrir..."
1599,@phrasedepressed desculpa sumir :(
1601,Saudade da época em que minhas dores eram apenas os joelhos ralados
1604,@phrasedepressed filme**
1605,"@phrasedepressed meus amores descobri o nome do file original, e tem legenda em português se chama Tenshi no koi"
1606,"Mas chorar é bom, alivia a angustia."
1607,Você chora como se sua dor fosse sair nas suas lágrimas.
1608,"Queria ser triste um dia, pq todos os dias é foda."
1609,@1dStopPassing somos os que morre tentando...
1610,"uns vivem felizes, outros morrem tentando"
1611,@phrasedepressed pior ano
1613,"As pessoas mentem, e mentem muito bem."
1614,Abstinência de sentimentos.
1615,emocionalmente sou fodido
1616,"vontade de sair pra tomar alguma coisa, quem sabe um tiro"
1617,@1dStopPassing verdade
1619,"E tira o cabelo da cara e me diz, se por um segundo quiseste me ver feliz ou se és o meu destino tentando me dar outra lição?"
1621,"no meu tt só aparece que tem 2 seguidores, será que volta ao normal? D:"
1626,Vocês são minha família virtual ♥
1628,"@pratti_iara ah, que alivio <3"
1629,ainda tenho seguidores? nenhum deles estão aparecendo
1630,Olha só quem voltou
1631,"em breve, talvez, eu ative novamente"
1632,"Vou desativar aqui, sentirei falta de vocês."
1633,"Mesmo que não venha mais ninguém, ficamos só eu e você.  Fazemos a festa, somos do mundo, sempre fomos bons de conversar..."
1634,Tanto tempo que eu perco pensando em pessoas que não pensam em mim
1635,Sou sentimental demais e ao mesmo tempo sem coração.
1636,bem fodido mentalmente
1637,Resumo de 2015 até agora:  Várias decepções. Muitas oportunidades perdidas. Centenas de bads que bateram. Zero rumos tomados na vida.
1638,lana del rey descreve minha depressão
1639,Mas isso nunca irá acontecer.
1640,"Eu ia gostar tanto se alguém pensasse em mim antes de dormir, e ficasse na expectativa de me ver, ou falar comigo"
1641,seria tão bom se alguém gostasse de mim
1642,"só queria que alguma pessoa no mundo pensasse em mim o dia todo, e ao pensar ficasse dando sorrisos bobos"
1643,eu só queria ser importante na vida de alguém
1644,@Viniciu90059730 eu me culpo por não ter acreditado
1645,Se ela tivesse se matado eu seria capaz de ter se matado também
1646,"Só não estou tão fodido agora pois ela tá no hospital, e passa bem."
1647,"Eu não devia ter duvidado, não devia, droga."
1648,"Ela disse que iria se matar, eu não acreditei muito, e deixei pra lá."
1649,E com aqueles olhinhos inchados de tanto chorar ela olhou nos meus olhos e disse que não aguentava mais.
1650,"nasci pra ser uma pessoa fodida mesmo, tenho que me conformar."
1651,"Eu conheço, eu me apego, faço planos, e depois me entristeço porque você foi embora."
1652,"Preciso desligar, fazer parar a dor."
1653,A gente finge que vive até o dia de morrer.
1654,"Pessoas assim como eu, passam o resto da vida sozinhas."
1655,não subestime minha capacidade de te tratar como se eu nunca tivesse te conhecido
1656,vontade de beber até morrer
1657,Eu lembro de cerrar os punhos pra dizer Eu não amo mais você
1658,sou um grande lixo
1659,"Eu tinha tantos amigos, de repente não tenho nem um."
1660,"Perdão por ser um fracasso, e um mal exemplo."
1661,Já acabou vida??
1662,A vida já me fodeu o que tinha que foder.
1663,Vamos nos alcoolizar até ter uma cirrose
1664,"Esperando o dia da depressão acabar comigo, tomando um cafézinho."
1665,"o pior é que terei que esconder até cicatrizar, mas ok"
1666,"E lá vai eu dando mais um desgosto pra minha família, olha que legal."
1667,"sei que consigo ir mais fundo que isso, hoje eu consigo"
1668,quanto mais profundo mais endorfina liberada
1669,que desenho lindo que eu faço com meu sangue
1670,"pulso esquerdo se cansou, vamos pro direito"
1671,Agora os dois pulmões doendo é sacanagem
1672,"A dor do meu pulmão esquerdo não se satisfazeu em doer sozinho, e compartilhou a dor com meu direito."
1673,Por quê esse ano foi tão lixo? Eu esperava que fosse bom.
1674,"Eu sou bem distraído, você fala comigo dois segundos depois nem ouço o que você diz porque estou ocupado no meu mundo imaginário."
1675,aqui sou só eu minhas neuroses e minha solidão eterna
1676,"As vezes você fica tanto tempo sozinho, que a solidão deixa de ser ausência e se torna sua única companhia."
1677,"Eu tinha prometido a mim mesmo que não abriria meu coração pra mais ninguém. Mas, porra...Você invadiu ele, não pude evitar."
1678,"Você é feliz, ou finge ser?"
1679,Tento dizer que está tudo bem.
1680,"Não vou falar como me sinto, se não eu choraria rios na sua frente..."
1681,Horrível se sentir sozinho o tempo todo. Péssimo saber que ninguém precisa de você.
1682,Mas não é culpa sua. Eu inventei um personagem de você perfeito pra mim esperando que você fosse igual.
1683,"Quase deu certo, quase aconteceu, quase consegui, quase."
1684,"só queria beber, mas beber tanto até esquecer meu próprio nome"
1685,"Parecia o paraíso, porém era o inferno em si."
1686,"Não me importo com o estado do meu pulmão, não me importo nem com minha vida."
1687,"Traga-me bebidas e cigarros, hoje a noite vai ser de choro e embriaguez."
1688,Penso em você o tempo todo. É irritante.
1689,"Essa tempestade emocional não pode durar pra sempre, não pode."
1690,Eu já estou acostumado a ser maltratado por mim
1691,"Queria um amor para amar, queria um amor para viver. Um amor para chorar, um amor pra morrer."
1692,"Encontramos motivos suficientes para o suicídio, mas fraquejamos e teimamos em viver uma vida desprezível."
1693,"Por trás de cada pessoa fria, existe uma história que ninguém conhece."
1694,Todo dia ele tome um gole pra esquecer tudo que deixou pra trás.
1695,"Bem que algumas coisas poderiam começar a dar certo na minha vida, só pra variar."
1696,"Demorei para esquecer, demorei para encontrar um lugar onde você não me machucasse mais..."
1697,"Não consigo me encaixar com ninguém, com nenhum amor. Não consigo me encaixar na minha própria família, no meu próprio mundo."
1698,"Sobre sempre estar só, eu sei."
1699,Vamos compartilhar abraços que sempre são bem vindos. Abraços capazes de fazer alguém se sentir menos triste...
1700,"Vamos compartilhar nossa dor, nossa neurose. Vamos compartilhar nossas mágoas, nosso amor que guardamos para nós mesmos."
1701,Sua insegurança se parece um pouco com a minha.
1702,assim como todas as decepções essa veio aparentando felicidade
